date,posi,nega
2023-01-01,1.6243453636632417,0.7278134999996488
2023-01-02,0.6877198772805181,-0.06717718636035341
2023-01-03,-1.0175768831835161,-3.1945933585644153
2023-01-04,-1.495506023966935,2.8106741845997645
2023-01-05,0.007032731599742048,-0.1434430449335199
2023-01-06,-1.6092125934205397,-0.2375565581321844
2023-01-07,-0.09641919328774629,-0.48616408557913326
2023-01-08,0.6346425104780813,1.2282202749779354
2023-01-09,-0.28992642465898366,-1.0956542872755302
2023-01-10,0.005860901368268778,2.1651410744185124
2023-01-11,1.262611636663046,-0.9033912458254357
2023-01-12,-0.8904543598616748,1.6863217830440314
2023-01-13,-1.970529771611631,-2.495796450871821
2023-01-14,-0.6419881178792217,-1.1274984426966634
2023-01-15,0.8265259586007049,2.119530109672097
2023-01-16,-0.19287571344568089,0.28087238373663403
2023-01-17,-1.0523412214016605,-0.6468031523254718
2023-01-18,-1.0158009839617204,-1.567081323388449
2023-01-19,-0.6600729876215046,0.783139411879596
2023-01-20,0.6165862110882965,0.9763016816932296
2023-01-21,-0.6343670062402634,-0.6785647527900132
2023-01-22,0.2642283680692771,0.03135587505060004
2023-01-23,1.817369688464487,-0.0826708202838356
2023-01-24,1.2237669153761046,-0.7935474806970992
2023-01-25,1.3028514203859065,0.21411139841760185
2023-01-26,0.036956900237196444,-1.0001391596536524
2023-01-27,-0.6698725128581147,2.909204284727452
2023-01-28,-1.0340816146739873,-1.8897408337868034
2023-01-29,-1.016503627033271,0.857908481927943
2023-01-30,0.31604500303737326,-1.4039740900953552
2023-01-31,-0.26737637833476025,1.6120369953141298
2023-02-01,-0.9500821282362246,-2.5087835693161673
2023-02-02,-1.0045755216043815,2.4191439001631974
2023-02-03,-1.3949438015943991,-0.7718600193226759
2023-02-04,-1.347410644035795,2.1388993935036784
2023-02-05,-0.5496615035883566,-2.9950181157245863
2023-02-06,-1.127442027770399,1.1216077384348069
2023-02-07,-0.6594325810911301,0.3061274297561911
2023-02-08,1.8473347353635443,0.9391137412691453
2023-02-09,2.069885902265232,-1.4091763152917651
2023-02-10,0.4017997761002536,0.42474997563690775
2023-02-11,-1.0410974059741283,-2.2116382542967985
2023-02-12,-1.4572614650187066,0.8838045192391869
2023-02-13,1.0947279660270763,1.115751041773408
2023-02-14,1.4047714355982264,0.7428815658590202
2023-02-15,-0.5963494427485302,-1.1650757301081838
2023-02-16,-0.3186810325880167,2.2817445384507837
2023-02-17,2.252987524212815,0.11516480789045835
2023-02-18,1.800363061664703,-1.4688518729340845
2023-02-19,0.7133302716927226,-2.36498100775394
2023-02-20,0.7939328077217629,0.1532360251330429
2023-02-21,-0.11211359052885664,0.6441942740173773
2023-02-22,-1.424318075216955,1.7381281692260988
2023-02-23,-1.2633572808305897,-0.5824005985555676
2023-02-24,-0.48836841130508013,-2.342465646449826
2023-02-25,0.4195078044823751,1.4466324241080875
2023-02-26,1.308281966820263,1.7963740376592454
2023-02-27,1.6022888124031613,-1.6654937869531452
2023-02-28,1.0304689902971047,-0.45012586743354405
2023-03-01,1.113611024474135,2.654599796338649
2023-03-02,-0.04628500958007031,-1.5902897452161446
2023-03-03,0.6493498024359656,-0.5218847282247583
2023-03-04,1.5152243446046392,0.7334928378571428
2023-03-05,0.1122510212316914,-0.26296900068853457
2023-03-06,0.2500438784553245,-0.44287405933436463
2023-03-07,0.3152428042089419,1.551770151140038
2023-03-08,1.0711720170345824,0.1489367399429159
2023-03-09,2.4251203263833405,-0.05169988408648529
2023-03-10,3.4014288596709203,-0.7755764640864207
2023-03-11,0.3519639897383915,1.229210150458313
2023-03-12,-2.5613108738200996,-0.9672228802782622
2023-03-13,-1.6597569072901228,0.5064053305557814
2023-03-14,-0.24353562090933056,0.6603722541564284
2023-03-15,1.0041985766744892,-0.01810513408591885
2023-03-16,1.0165700841345853,1.1426791949937254
2023-03-17,-1.7696932580307188,-0.9805197305248462
2023-03-18,-1.9239649852875744,-2.045087198700374
2023-03-19,0.5830114325045487,0.1870778837123137
2023-03-20,0.8924744494501804,2.278242902667547
2023-03-21,0.9460869686035315,-1.4113686248780093
2023-03-22,0.3872808016392606,0.6515656810791938
2023-03-23,-0.3786205830182849,-1.1606869726372997
2023-03-24,0.025954935844286348,1.6820459489049624
2023-03-25,0.5593007599988837,-1.1855373877770312
2023-03-26,0.5263410378933748,1.7659740376757522
2023-03-27,0.2776484219088746,-1.6987206117857934
2023-03-28,-0.5754553696430635,1.5439206134362378
2023-03-29,-0.15896604271030507,-0.22011061255328768
2023-03-30,0.42387230004817245,-1.261908789270846
2023-03-31,1.2269409247050693,1.6769098570785
2023-04-01,2.1025050062310426,-1.7808315566737414
2023-04-02,1.1442907214051496,-0.1011595965234533
2023-04-03,-0.22715981610295913,1.379685043236094
2023-04-04,-0.9389583675263138,-1.202711035156142
2023-04-05,-0.08748997189926505,-0.09356946608171923
2023-04-06,0.4161355515998497,0.13117374459321535
2023-04-07,-0.28198162089222806,-0.7250486225042019
2023-04-08,-0.23148608362261355,1.84512976157191
2023-04-09,-0.5851233584807317,-0.22748082925426838
2023-04-10,0.2020313589137155,-0.5561404554783627
2023-04-11,0.1112970624717769,-0.052929109821153515
2023-04-12,0.8668048529767003,0.5368691665060108
2023-04-13,1.3830978056351992,1.4052106903053283
2023-04-14,0.9163718366697069,-0.5412982778830151
2023-04-15,-0.6200490271513883,-1.2052329763011946
2023-04-16,-0.7065470435341654,1.1841849126691835
2023-04-17,0.8760623975432092,-0.7407065363021795
2023-04-18,-0.3612554409309148,-0.10398124612125298
2023-04-19,-1.0291789874499697,2.025669922195105
2023-04-20,-0.1803602581095391,-1.9121149977998233
2023-04-21,-1.3470256828920688,-0.1440345969849074
2023-04-22,-0.783334464155113,-1.5687573551433078
2023-04-23,1.0982881612188669,0.15935508434304935
2023-04-24,-0.18258742276395956,1.572986255097108
